Unnamed: 0,row_index,id,bill_id,cong,bill_type,bill_no,name_full,description,intr_date,intr_month,year,pap_majortopic,pap_subtopic,majortopic,subtopic,filter_plaw,plaw_date,plaw_no,pass_h,pass_s,majority,party,chamber,comment,predicted_label,inference_path
2297,2297,198598,91-HR-19465,91,HR,19465,"Dickinson, William L.","To authorize the granting of oil, gas, and other hydrocarbon substances, and all rights in connection therewith and pertaining thereto, to certain homestead patentees who were wrongfully deprived of such property and rights",,,1970,8,803,8,803,0,,,0.0,0.0,0.0,200.0,1,,8,L3_Expert_Consensus
2298,2298,164851,90-HR-6289,90,HR,6289,"Quie, Albert H.","To provide for the establishment of the St. Croix National Scenic Riverway in the States of Minnesota and Wisconsin, and for other purposes",,,1967,21,2101,21,2101,0,,,0.0,0.0,0.0,200.0,1,,21,L2_Heterogeneous_Match
2299,2299,62536,82-HR-7339,82,HR,7339,"Celler, Emanuel","To amend the Clayton Act, so as to provide that domestic corporations may be required by subpena to produce the records of their foreign affiliates and subsidiaries, to require that foreign corporations doing business in the United States register with th",,,1952,15,1520,15,1520,0,,,0.0,0.0,1.0,100.0,1,,15,L2_Heterogeneous_Match
2300,2300,985926,112-S-1945,112,S,1945,Richard J. Durbin,A bill to permit the televising of Supreme Court proceedings.,2012/5/11,12.0,2011,12,1204,12,1204,0,,,,,1.0,100.0,2,,17,L3_Expert_Consensus
2301,2301,260817,95-HR-367,95,HR,367,William Eldridge Frenzel,"A bill to declare Lake Minnetonka, Minn., as a nonnavigable water body of the United States.",1/4/77,1.0,1977,10,1007,10,1007,0,,0,0.0,0.0,0.0,200.0,1,,21,L2_Heterogeneous_Match
2302,2302,2702,100-HR-4468,100,HR,4468,W. Curtis Curt Weldon,"A bill to improve the collection, analysis, and dissemination of information that will promote the recycling of municipal solid waste.",4/26/88,4.0,1988,7,707,7,707,0,,0,0.0,0.0,0.0,200.0,1,,7,L2_Heterogeneous_Match
2303,2303,420666,106-HR-2012,106,HR,2012,Peter Deutsch,To amend title XVIII of the Social Security Act to provide for coverage of outpatient prescription drugs under the Medicare Program.,6/7/99,6.0,1999,3,335,3,335,0,,0,0.0,0.0,0.0,100.0,1,,3,L2_Heterogeneous_Match
2304,2304,121766,87-HR-8445,87,HR,8445,"Buckley, Charles A.","To provide for a parkway connection between Mount Vernon and Woodlawn Plantation, in the State of Virginia, and for other purposes",,,1961,10,1002,10,1002,0,,,0.0,0.0,1.0,100.0,1,,10,L2_Heterogeneous_Match
2305,2305,157451,89-HR-18038,89,HR,18038,"Rodino, Peter W. Jr.","To authorize the. merger of two or mare professional football leagues, and to protect football contests between secondary schools from professional football telecasts",,,1966,15,1526,15,1526,0,,,0.0,0.0,1.0,100.0,1,,17,L2_Heterogeneous_Match
2306,2306,386877,99-S-747,99,S,747,Frank R. Lautenberg,A bill to improve the administration and enforcement of the Magnuson Fishery and Conservation Management Act.,3/26/85,3.0,1985,4,408,4,408,0,,0,0.0,0.0,0.0,100.0,2,,7,L2_Heterogeneous_Match
2307,2307,285041,114-HR-3227,114,hr,3227,Steve Russell,To protect the Second Amendment rights of members of the Armed Forces and civilian employees of the Department of Defense trained in the use of firearms to carry officially-issued or personally-owned firearms on military installations in the United States.,7/27/15,7.0,2015,12,1209,12,1227,0,,,0.0,0.0,1.0,200.0,0,.,12,HITL_Manual
2308,2308,255028,95-HR-808,95,HR,808,Cardiss Collins,"A bill to amend the Public Works and Economic Development Act of 1965, as amended, to establish an emergency Federal economic assistance program, to authorize the President to declare communities of the Nation which meet certain economic and employment criteria to be economic disaster communities.",1/4/77,1.0,1977,14,1403,14,1403,0,,0,0.0,0.0,1.0,100.0,1,,10,L2_Heterogeneous_Match
2309,2309,53747,81-HR-8457,81,HR,8457,"Keogh, Eugene J.","To amend the Civil Aeronautics Act of 1938, as amended, to authorize the construction, operation, and maintenance of heliports on or near Government buildings",,,1950,10,1003,10,1003,0,,,0.0,0.0,1.0,100.0,1,,10,L2_Heterogeneous_Match
2310,2310,364033,93-S-3231,93,S,3231,James Oliver Eastland,A bill to provide indemnity payment to poultry and egg producers and processors.,3/26/74,3.0,1974,4,402,4,402,0,,0,0.0,1.0,1.0,100.0,2,,4,L2_Heterogeneous_Match
2311,2311,322557,82-S-1733,82,S,1733,"Humphrey, Hube","A bill to declare certain rights of all persons within the jurisdiction of the United States, and for the protection of such persons from lynching, and for other purposes",,,1951,2,201,2,201,0,,,0.0,0.0,1.0,100.0,2,,2,L2_Heterogeneous_Match
2312,2312,7945,101-HR-3822,101,HR,3822,Douglas K. Doug Bereuter,"To amend the United States Grain Standards Act to improve the competitive position of United States grain in international and domestic markets, to facilitate the communication of quality characteristics that final buyers of grain desire, to provide certain incentive to producers of high quality grain, and to improve the quality of farmer-owned and Federally-owned reserve grain stocks, and for other purposes.",11/21/89,11.0,1989,4,401,4,401,0,,0,0.0,0.0,0.0,200.0,1,,4,L2_Heterogeneous_Match
2313,2313,310359,106-S-2541,106,S,2541,Thomas A. Tom Daschle,"A bill to amend title XVIII of the Social Security Act to provide a prescription drug benefit for the aged and disabled under the medicare program, to enhance the preventative benefits covered under such program, and for other purposes.",5/10/00,5.0,2000,3,335,3,335,0,,0,0.0,0.0,0.0,100.0,2,,3,L2_Heterogeneous_Match
2314,2314,293482,100-S-2298,100,S,2298,John Herschel Glenn,"A bill to require the Administrator of the General Services Administration to encourage the development and use of plastics derived from certain commodities, and to include such products in the General Services Administration inventory for supply to Federal agencies, and for other purposes.",4/20/88,4.0,1988,7,707,7,707,0,,0,0.0,0.0,1.0,100.0,2,,15,L2_Heterogeneous_Match
2315,2315,979071,112-H-1557,112,HR,1557,Carolyn B. Maloney,To provide the spouses and children of aliens who perished in the September 11 terrorist attacks an opportunity to adjust their status to that of an alien lawfully admitted for permanent residence.,4/14/11,4.0,2011,9,900,9,900,0,,,,,0.0,100.0,1,,9,L2_Heterogeneous_Match
2316,2316,244929,94-HR-11881,94,HR,11881,"Ruppe, Philip E.",A bill to authorize the construction and operation of a natural gas pipeline from the North Slope of Alaska across Canada to domestic markets.,2/11/76,2.0,1976,8,803,8,803,0,,0,0.0,0.0,0.0,200.0,1,,8,L2_Heterogeneous_Match
2317,2317,277389,97-HR-6981,97,HR,6981,Steven Craig Gunderson,A bill to amend chapter 44 (relating to firearms) of title 18 of the United States Code to modify the Federal gun control system.,8/12/82,8.0,1982,12,1209,12,1227,0,,0,0.0,0.0,0.0,200.0,1,,12,L2_Heterogeneous_Match
2318,2318,284548,98-HR-5632,98,HR,5632,Theodore S. Weiss,"A bill to prohibit the introduction of United States Armed Forces into or over El Salvador or Nicaragua for combat, and to prohibit United States support for military and paramilitary operations against Nicaragua.",5/9/84,5.0,1984,19,1921,19,1921,0,,0,0.0,0.0,1.0,100.0,1,,19,L2_Heterogeneous_Match
2319,2319,170057,90-HR-11407,90,HR,11407,"Laird, Melvin R.","To amend the Consolidated Farmers Home Administration Act of 1961, as amended, to authorize the Secretary of Agriculture to finance and participate with State and local interests in the financing of recreational enterprises and industrial establishments needed for the economic development of rural areas, and for other purposes",,,1967,14,1404,14,1404,0,,,0.0,0.0,0.0,200.0,1,,14,L2_Heterogeneous_Match
2320,2320,987402,112-S-3273,112,S,3273,Scott Brown,"A bill to establish a youth summer employment program, and for other purposes.",2006/7/12,6.0,2012,5,506,5,506,0,,,,,0.0,200.0,2,,5,L2_Heterogeneous_Match
2321,2321,57022,82-HR-1870,82,HR,1870,"Angell, Homer D.","To amend an act entitled An act for the protection of the Bald Eagle, approved June 8, 1940",,,1951,7,709,7,709,0,,,0.0,0.0,0.0,200.0,1,,7,L2_Heterogeneous_Match
2322,2322,27329,104-HR-4300,104,HR,4300,Elizabeth Furse,To amend the Public Health Service Act to assure the availability of health insurance coverage for children in the individual market in a manner similar to guaranteed availability of individual health insurance coverage for certain previously covered individuals under the Health Insurance Portability and Accountability Act of 1996.,9/28/96,9.0,1996,3,332,3,332,0,,0,0.0,0.0,0.0,100.0,1,,3,L2_Heterogeneous_Match
2323,2323,374150,95-S-930,95,S,930,"Bayh, Birch E.","A bill to deauthorize the LaFayette Dam and Reservoir, Wabash River, Ind.",3/7/77,3.0,1977,21,2104,21,2104,0,,0,0.0,0.0,1.0,100.0,2,,21,L2_Heterogeneous_Match
2324,2324,28338,105-HR-910,105,HR,910,Edward J. Ed Markey,"To amend the Communications Act of 1934 to require that violent television programming is limited to broadcast after the hours when children are reasonably likely to comprise a substantial portion of the audience, unless it is specifically rated on the basis of its violent content so that it is blockable by electronic means specifically on the basis of that content.",3/4/97,3.0,1997,17,1706,17,1706,0,,0,0.0,0.0,0.0,100.0,1,,17,L2_Heterogeneous_Match
2325,2325,266373,96-HR-8015,96,HR,8015,John J. LaFalce,A bill to amend the Internal Revenue Code of 1954 to increase the unified credit against estate and gift taxes.,8/25/80,8.0,1980,1,107,1,107,0,,0,0.0,0.0,1.0,100.0,1,,1,L2_Heterogeneous_Match
2326,2326,339396,86-S-750,86,S,750,"Bible, Alan H.",A bill to liberalize the conditions under which a veteran satisfactorily pursuing a program of education or training under the Veterans. Readjustment Assistance. Act of -1952 may change to a- second program.,,,1959,6,601,6,601,0,,,0.0,0.0,1.0,100.0,2,,6,L2_Heterogeneous_Match
2327,2327,440426,110-HR-4224,110,HR,4224,Vito J. Fossella,"To prohibit the Secretary of State from making a contribution to the United Nations until such time as the United Nations is in compliance with fire, building, and safety codes.",11/15/07,11.0,2007,19,1900,19,1900,0,,0,0.0,0.0,0.0,200.0,1,,19,L2_Heterogeneous_Match
2328,2328,243243,94-HR-10754,94,HR,10754,John Frederick Seiberling,A bill to prohibit certain incompatible activities within any area of the National Park System.,11/13/75,11.0,1975,21,2101,21,2101,0,,0,0.0,0.0,1.0,100.0,1,,21,L3_Expert_Consensus
2329,2329,244006,94-HR-11915,94,HR,11915,"Ottinger, Richard L.","A bill to abolish the office of member of the Federal Election Commission, to establish the office of member of the Federal Election Commission appointed by the President, by and with the advice and consent of the Senate, to provide public financing of pr",2/17/76,2.0,1976,20,2012,20,2012,0,,0,0.0,0.0,1.0,100.0,1,,20,L2_Heterogeneous_Match
2330,2330,271133,96-HR-6468,96,HR,6468,C. W. Bill Young,"A bill to amend the Public Health Service Act to provide for research concerning Reye's syndrome, and for other purposes.",2/7/80,2.0,1980,3,398,3,398,0,,0,0.0,0.0,0.0,200.0,1,,3,L2_Heterogeneous_Match
2331,2331,373710,95-S-1912,95,S,1912,"Roth, William V., Jr.",A bill to amend Title XI of the Social Security Act to establish work program demonstration projects under the Aid to Families with Dependent Children program.,7/22/77,7.0,1977,13,1302,13,1302,0,,0,0.0,0.0,0.0,200.0,2,,13,L2_Heterogeneous_Match
2332,2332,273588,97-HR-706,97,HR,706,Clarence J. Brown,A bill to amend title II of the Social Security Act to provide for a phasing out of the application of the earnings test in the case of individuals age 65 or over.,1/6/81,1.0,1981,13,1303,13,1303,0,,0,0.0,0.0,0.0,200.0,1,,13,L2_Heterogeneous_Match
2333,2333,257952,95-HR-6786,95,HR,6786,John Emerson Moss,A bill to exercise the power of the Congress under article IV of the Constitution to declare the effect of certain State judicial proceedings respecting the custody of children.,4/29/77,4.0,1977,12,1208,12,1208,0,,0,0.0,0.0,1.0,100.0,1,,2,L3_Expert_Consensus
2334,2334,30363,105-HR-2935,105,HR,2935,Gary L. Ackerman,To amend the Omnibus Crime Control and Safe Streets Act to ensure that States have in effect a law that requires a background check to be conducted in connection with the purchase of a handgun from a licensed firearms dealer.,11/8/97,11.0,1997,12,1201,12,1201,0,,0,0.0,0.0,0.0,100.0,1,,12,L2_Heterogeneous_Match
2335,2335,236361,94-HR-4753,94,HR,4753,George Elmore Danielson,A bill to amend the Internal Revenue Code of 1954 to disallow deductions from gross income for salary paid to aliens illegally employed in the United States.,3/12/75,3.0,1975,9,900,9,900,0,,0,0.0,0.0,1.0,100.0,1,,9,L2_Heterogeneous_Match
2336,2336,419263,106-HR-609,106,HR,609,Greg P. Walden,To amend the Export Apple and Pear Act to limit the applicability of the Act to apples.,2/4/99,2.0,1999,4,401,4,401,1,11/12/99,106-96,1.0,1.0,1.0,200.0,1,,4,L2_Heterogeneous_Match
2337,2337,140258,89-HR-913,89,HR,913,"Whitener, Basil L.","To amend section 3231, title 18, United States Code, to reaffirm the jurisdiction of State courts to enforce State statutes prohibiting subversive activities",,,1965,2,209,2,209,0,,,0.0,0.0,1.0,100.0,1,,2,L2_Heterogeneous_Match
2338,2338,430985,109-HR-1219,109,HR,1219,Robert W. Bob Goodlatte,To amend the Immigration and Nationality Act to eliminate the diversity immigrant program.,2003/10/5,3.0,2005,9,900,9,900,0,,0,,0.0,1.0,200.0,1,,9,L2_Heterogeneous_Match
2339,2339,34767,107-HR-2465,107,HR,2465,Ed Bryant,"To amend the Appalachian Regional Development Act of 1965 to add Hickman, Lawrence, Lewis, Perry, and Wayne Counties, Tennessee, to the Appalachian region.",2007/11/1,7.0,2001,14,1405,14,1405,0,,,0.0,0.0,1.0,200.0,1,,14,L2_Heterogeneous_Match
2340,2340,987067,112-S-2972,112,S,2972,Robert Bob Men????ndez,A bill to extend the temporary suspension of duty on Allyl Cyclo Hexyl Propionate.,2005/8/12,5.0,2012,18,1807,18,1807,0,,,,,1.0,100.0,2,,18,L2_Heterogeneous_Match
2341,2341,365831,93-S-3821,93,S,3821,Wallace Foster Bennett,A bill to amend the Internal Revenue Code of 1954.,7/25/74,7.0,1974,1,107,1,107,0,,0,0.0,0.0,0.0,200.0,2,,1,L2_Heterogeneous_Match
2342,2342,284881,98-HR-562,98,HR,562,John D. Dingell,A bill to amend section 15 of the Securities Exchange Act of 1934 with respect to activities of brokers and dealers who are not members of registered securities associations.,1/6/83,1.0,1983,15,1502,15,1502,0,,0,0.0,0.0,1.0,100.0,1,,15,L2_Heterogeneous_Match
2343,2343,224193,93-HR-11714,93,HR,11714,James John Howard,"A bill to provide for the development of improved design, lighting insulation, and architectural standards to promote efficient energy use in residential, commercial, and industrial buildings.",11/30/73,11.0,1973,8,807,8,807,0,,0,0.0,0.0,1.0,100.0,1,,8,L2_Heterogeneous_Match
2344,2344,180108,91-HR-978,91,HR,978,"Boggs, T. Hale","To amend the Internal Revenue Code of 1954 to permit a gift to an educational institution to be deducted as a charitable contribution even though it is made to provide a scholarship for a specified individual, so long as such individual is not a relative of the donor",,,1969,6,600,6,600,0,,,0.0,0.0,1.0,100.0,1,,6,L2_Heterogeneous_Match
2345,2345,376545,96-S-1376,96,S,1376,Russell Billiu Long,"A bill to approve and implement the trade agreements negotiated under the Trade Act of 1974, and for other purposes.",6/19/79,6.0,1979,18,1802,18,1802,0,,0,0.0,0.0,1.0,100.0,2,,18,L2_Heterogeneous_Match
2346,2346,429935,109-HR-169,109,HR,169,Juanita Millender-McDonald,To amend the Intermodal Surface Transportation Efficiency Act of 1991 to designate a high priority corridor in California.,2001/4/5,1.0,2005,10,1002,10,1002,0,,0,,0.0,0.0,100.0,1,,10,L2_Heterogeneous_Match
2347,2347,265742,96-HR-2581,96,HR,2581,Virginia Dodd Smith,"A bill to modify the method of determining quantitative limitations on the importation of certain articles of meat products, to apply quantitative limitations on the importation of certain additional articles of meat, meat products, and livestock, and for other purposes.",3/1/79,3.0,1979,4,401,4,401,0,,0,0.0,0.0,0.0,200.0,1,,4,L2_Heterogeneous_Match
2348,2348,355559,91-S-35,91,S,35,"McCarthy, Euge","A bill to amend the Internal Revenue Code of 1954 to extend the head of household benefits to un-remarried widows and widowers, and individuals who have attained age 35 and who have never been married or who have been separated or divorced for 3 years or ",,,1969,12,1208,12,1208,0,,,0.0,0.0,1.0,100.0,2,,1,L2_Heterogeneous_Match
2349,2349,301931,102-S-3334,102,S,3334,Dennis Webster DeConcini,"A bill to authorize the Secretary of Agriculture to convey certain lands in the State of Arizona, and for other purposes.",10/5/92,10.0,1992,21,2103,21,2103,0,,0,0.0,0.0,1.0,100.0,2,,21,L3_Expert_Consensus
